,Day,Tube,Treatment,Count,mean.size,sd.size
613,33,26,Fast,0,NA,NA
614,34,26,Fast,0,NA,NA
621,12,28,Fast,50,65.47,3.82058896
622,13,28,Fast,60,64.726,4.297944858
623,14,28,Fast,10,NA,NA
624,15,28,Fast,50,73.19,4.123493664
625,16,28,Fast,60,70.41,5.28215865
626,17,28,Fast,40,66.196,5.654337273
627,18,28,Fast,80,76.71333333,10.39592356
628,19,28,Fast,70,69.57666667,1.872707487
629,20,28,Fast,30,64.96666667,7.352906455
630,21,28,Fast,100,65.88888889,6.197665779
631,22,28,Fast,50,61.9425,6.87077082
632,23,28,Fast,80,68.65714286,6.030261781
633,24,28,Fast,20,59.87,2.432447327
634,25,28,Fast,10,58.03,NA
635,26,28,Fast,60,43.375,5.412901255
636,27,28,Fast,40,54.944,6.237750396
637,28,28,Fast,10,54.5,NA
638,29,28,Fast,0,NA,NA
639,30,28,Fast,10,NA,NA
640,31,28,Fast,10,37.22,NA
641,32,28,Fast,0,NA,NA
642,33,28,Fast,0,NA,NA
643,34,28,Fast,0,NA,NA
650,12,29,Fast,30,60.42,NA
651,13,29,Fast,90,63.5525,5.542257792
652,14,29,Fast,60,67.98833333,4.09012184
653,15,29,Fast,60,71.076,7.214432064
654,16,29,Fast,70,66.58,6.215873229
655,17,29,Fast,40,67.9325,6.313009715
656,18,29,Fast,30,58.13,NA
657,19,29,Fast,80,67.15333333,5.012308184
658,20,29,Fast,20,66.85,NA
659,21,29,Fast,30,58.22,2.630437226
660,22,29,Fast,80,58.19166667,3.337558489
661,23,29,Fast,30,61.77,8.62670273
662,24,29,Fast,70,58.662,8.426705762
663,25,29,Fast,50,53.97,12.96898608
664,26,29,Fast,50,48.495,9.650217614
665,27,29,Fast,30,44.71,NA
666,28,29,Fast,40,35.27,4.935605333
667,29,29,Fast,50,34.194,5.157221151
668,30,29,Fast,20,32.15666667,4.883588162
669,31,29,Fast,20,37.7,NA
670,32,29,Fast,10,36.04,NA
671,33,29,Fast,0,NA,NA
672,34,29,Fast,0,NA,NA
679,12,30,Fast,50,67.4675,8.806377897
680,13,30,Fast,110,68.05666667,5.613432551
681,14,30,Fast,30,70.39666667,7.750369884
682,15,30,Fast,80,63.686,1.353654313
683,16,30,Fast,70,59.63714286,13.21986474
684,17,30,Fast,10,57.74,NA
685,18,30,Fast,10,NA,NA
686,19,30,Fast,40,76.4025,2.653191474
687,20,30,Fast,20,64.835,0.332340187
688,21,30,Fast,50,67.854,8.207084135
689,22,30,Fast,50,59.796,8.368078035
690,23,30,Fast,30,55.88333333,6.458098275
691,24,30,Fast,80,58.74,7.027227998
692,25,30,Fast,80,58.41,3.735527629
693,26,30,Fast,50,52.085,11.21253614
694,27,30,Fast,10,37.39,NA
695,28,30,Fast,20,50.055,20.40003064
696,29,30,Fast,30,37.23,0.593969696
697,30,30,Fast,30,40.96666667,12.94499646
698,31,30,Fast,0,NA,NA
699,32,30,Fast,20,36.53,NA
700,33,30,Fast,0,NA,NA
701,34,30,Fast,0,NA,NA
708,12,32,Medium,50,67.04666667,11.0280113
709,13,32,Medium,40,72.25,8.938504722
710,14,32,Medium,100,67.706,4.742397073
711,15,32,Medium,110,59.16555556,7.203796067
712,16,32,Medium,90,61.82666667,5.956944407
713,17,32,Medium,70,64.34333333,10.83727979
714,18,32,Medium,50,63.068,3.831170839
715,19,32,Medium,130,65.83153846,9.577344662
716,20,32,Medium,40,67.0225,6.30289021
717,21,32,Medium,40,55.08,NA
718,22,32,Medium,70,61.84,8.855630977
719,23,32,Medium,80,64.56,5.461242663
720,24,32,Medium,90,59.11444444,5.807256476
721,25,32,Medium,60,63.33875,7.072100996
722,26,32,Medium,20,62.77333333,9.018882045
723,27,32,Medium,20,56.29,NA
724,28,32,Medium,20,NA,NA
725,29,32,Medium,20,52.025,9.454017664
726,30,32,Medium,10,NA,NA
727,31,32,Medium,30,59.78333333,15.50997851
728,32,32,Medium,30,53.94,9.609141481
729,33,32,Medium,0,NA,NA
730,34,32,Medium,10,23.13,NA
731,35,32,Medium,0,NA,NA
732,36,32,Medium,0,NA,NA
733,37,32,Medium,0,NA,NA
734,38,32,Medium,0,NA,NA
741,12,33,Medium,30,61.25666667,22.91555003
742,13,33,Medium,60,65.905,5.154728897
743,14,33,Medium,40,62.23,8.432180422
744,15,33,Medium,70,68.438,8.132147318
745,16,33,Medium,40,58.865,8.11051478
746,17,33,Medium,50,65.49666667,6.605530511
747,18,33,Medium,70,66.355,6.544875094
748,19,33,Medium,110,61.52714286,6.981799468
749,20,33,Medium,50,64.562,5.354714745
750,21,33,Medium,30,NA,NA
751,22,33,Medium,100,62.31125,6.921594444
752,23,33,Medium,50,59.58,0.995941765
753,24,33,Medium,90,62.02285714,9.165872779
754,25,33,Medium,70,60.615,4.496806645
755,26,33,Medium,40,61.20333333,9.700908892
756,27,33,Medium,60,57.1775,4.870984671
757,28,33,Medium,50,55.74666667,10.86964734
758,29,33,Medium,60,54.81,10.44724366
759,30,33,Medium,0,NA,NA
760,31,33,Medium,60,59.1075,2.920632066
761,32,33,Medium,40,47.465,16.64990591
762,33,33,Medium,10,NA,NA
763,34,33,Medium,40,36.90333333,2.854651175
764,35,33,Medium,20,51.97,NA
765,36,33,Medium,10,40.89,NA
766,37,33,Medium,20,35.6,4.42648845
767,38,33,Medium,0,NA,NA
768,39,33,Medium,0,NA,NA
775,12,34,Medium,40,68.2775,4.649504454
776,13,34,Medium,130,65.099,5.821161492
777,14,34,Medium,50,68.872,10.73881371
778,15,34,Medium,40,67.525,5.807222515
779,16,34,Medium,60,62.33833333,4.508385151
780,17,34,Medium,110,67.12625,5.511102917
781,18,34,Medium,60,62.502,2.021897624
782,19,34,Medium,130,62.20090909,5.282125433
783,20,34,Medium,50,62.8125,2.738702552
784,21,34,Medium,110,50.275,7.346629613
785,22,34,Medium,40,59.80333333,3.018467602
786,23,34,Medium,20,63.855,2.976919549
787,24,34,Medium,100,55.9025,3.475653073
788,25,34,Medium,50,56.164,2.284793207
789,26,34,Medium,60,59.6925,6.613659476
790,27,34,Medium,100,59.34,5.513427764
791,28,34,Medium,100,54.09571429,10.87846321
792,29,34,Medium,90,49.7675,9.65983104
793,30,34,Medium,50,49.096,8.504556426
794,31,34,Medium,50,49.6075,15.94324178
795,32,34,Medium,50,47.0575,9.44826395
796,33,34,Medium,10,44.48,NA
797,34,34,Medium,20,52.23,22.11830012
798,35,34,Medium,10,30.82,NA
799,36,34,Medium,10,29.91,NA
800,37,34,Medium,10,26.97,NA
801,38,34,Medium,0,NA,NA
802,39,34,Medium,0,NA,NA
809,12,35,Medium,10,71.39,NA
810,13,35,Medium,110,67.16363636,6.904044138
811,14,35,Medium,40,70.665,12.19759198
812,15,35,Medium,30,62.79,7.056925676
813,16,35,Medium,120,57.3675,13.49965277
814,17,35,Medium,90,63.485,5.558409331
815,18,35,Medium,70,64.4675,4.973579362
816,19,35,Medium,80,67.576,5.564744379
817,20,35,Medium,60,62.175,3.717153929
818,21,35,Medium,80,64.02285714,6.532806223
819,22,35,Medium,60,53.324,2.595087667
820,23,35,Medium,50,61.11,6.44125376
821,24,35,Medium,80,52.99875,5.423097263
822,25,35,Medium,100,58.22375,5.654676794
823,26,35,Medium,120,54.46444444,9.633732547
824,27,35,Medium,20,59.965,3.754737008
825,28,35,Medium,90,58.42166667,10.6872923
826,29,35,Medium,70,52.09666667,4.140563569
827,30,35,Medium,30,NA,NA
828,31,35,Medium,50,50.5625,10.89326206
829,32,35,Medium,20,55.96,NA
830,33,35,Medium,20,48.31,9.517657275
831,34,35,Medium,30,44.77,5.409778184
832,35,35,Medium,10,NA,NA
833,36,35,Medium,10,42.43,NA
834,37,35,Medium,0,NA,NA
835,38,35,Medium,10,36.6,NA
836,39,35,Medium,0,NA,NA
837,40,35,Medium,0,NA,NA
838,41,35,Medium,0,NA,NA
845,12,38,Medium,30,69.08333333,1.457955189
846,13,38,Medium,90,65.48285714,4.023198207
847,14,38,Medium,40,NA,NA
848,15,38,Medium,20,68.51,4.341635636
849,16,38,Medium,60,64.6,NA
850,17,38,Medium,60,61.92,3.059193794
851,18,38,Medium,50,65.88,6.611319838
852,19,38,Medium,40,70.565,0.332340187
853,20,38,Medium,30,66.29333333,14.1361428
854,21,38,Medium,60,60.7,5.855840389
855,22,38,Medium,80,59.21,2.65096209
856,23,38,Medium,60,61.2,5.927693481
857,24,38,Medium,110,60.055,4.521238768
858,25,38,Medium,70,56.96,3.839505176
859,26,38,Medium,50,52.596,1.871825312
860,27,38,Medium,50,55.865,2.736503243
861,28,38,Medium,70,60.26,9.973833265
862,29,38,Medium,20,49.93,NA
863,30,38,Medium,20,58.15,2.630437226
864,31,38,Medium,50,54.614,11.55722415
865,32,38,Medium,10,62.68,NA
866,33,38,Medium,40,40.575,7.261986643
867,34,38,Medium,10,33.32,NA
868,35,38,Medium,0,NA,NA
869,36,38,Medium,10,33.69,NA
870,37,38,Medium,10,33.32,9.616652224
871,38,38,Medium,0,NA,NA
872,39,38,Medium,0,NA,NA
879,12,40,Medium,100,64.34222222,4.19409638
880,13,40,Medium,40,65.502,11.36500638
881,14,40,Medium,30,78.05333333,7.610087604
882,15,40,Medium,40,64.83,5.688672956
883,16,40,Medium,120,64.614,7.651071385
884,17,40,Medium,40,50.93333333,16.01519695
885,18,40,Medium,80,62.27333333,4.1343617
886,19,40,Medium,70,66.70285714,6.395184945
887,20,40,Medium,40,64.0725,2.504906851
888,21,40,Medium,50,63.48,12.44336369
889,22,40,Medium,40,59.48,4.241285183
890,23,40,Medium,100,63.75125,5.310586294
891,24,40,Medium,30,67.84666667,5.614840455
892,25,40,Medium,20,55.08,NA
893,26,40,Medium,70,56.725,7.821359856
894,27,40,Medium,20,NA,NA
895,28,40,Medium,60,55.28,3.877937596
896,29,40,Medium,100,58.44777778,5.919898179
897,30,40,Medium,50,51.6125,9.829731685
898,31,40,Medium,40,59.56,17.0695577
899,32,40,Medium,0,NA,NA
900,33,40,Medium,20,30.78,NA
901,34,40,Medium,20,39.935,9.355022715
902,35,40,Medium,10,41.45,NA
903,36,40,Medium,20,33.05,NA
904,37,40,Medium,0,NA,NA
905,38,40,Medium,0,NA,NA
912,12,41,Medium,20,64.07,2.644579362
913,13,41,Medium,60,67.2,2.377295382
914,14,41,Medium,110,63.615,6.528043352
915,15,41,Medium,60,60.84,2.393003691
916,16,41,Medium,90,65.66666667,2.798025494
917,17,41,Medium,20,63.17,NA
918,18,41,Medium,60,63.18,7.294066081
919,19,41,Medium,90,65.214,5.27070963
920,20,41,Medium,60,59.255,4.851917147
921,21,41,Medium,40,58.7475,4.208549829
922,22,41,Medium,100,58.575,6.079640497
923,23,41,Medium,100,58.83142857,4.003687586
924,24,41,Medium,50,60.44333333,7.519882535
925,25,41,Medium,50,64.4025,5.137505069
926,26,41,Medium,90,59.13375,6.765392899
927,27,41,Medium,60,50.9625,3.733312872
928,28,41,Medium,30,60.27333333,1.127135011
929,29,41,Medium,50,51.266,3.640512327
930,30,41,Medium,40,63.1525,4.712114706
931,31,41,Medium,10,NA,NA
932,32,41,Medium,40,43.8125,13.85167228
933,33,41,Medium,10,56.85,NA
934,34,41,Medium,20,34.68,NA
935,35,41,Medium,10,38.8,NA
936,36,41,Medium,0,NA,NA
937,37,41,Medium,0,NA,NA
938,38,41,Medium,0,NA,NA
945,12,42,Medium,30,66.46333333,3.156522348
946,13,42,Medium,60,75.58,9.313447267
947,14,42,Medium,130,66.51909091,5.552564191
948,15,42,Medium,70,64.6225,4.942970598
949,16,42,Medium,80,68.17,9.002662106
950,17,42,Medium,90,63.38428571,4.908400477
951,18,42,Medium,60,66.49,3.825454221
952,19,42,Medium,40,66.4525,6.930994998
953,20,42,Medium,40,61.155,7.232254144
954,21,42,Medium,50,62.02,2.993002951
955,22,42,Medium,90,60.12666667,11.16899757
956,23,42,Medium,50,61.25,13.28677789
957,24,42,Medium,120,57.9425,10.71328648
958,25,42,Medium,60,48.58,7.438763338
959,26,42,Medium,40,55.035,9.151555423
960,27,42,Medium,60,56.528,5.239138288
961,28,42,Medium,50,61.8925,4.621604159
962,29,42,Medium,40,49.19666667,5.867779251
963,30,42,Medium,20,40.21,NA
964,31,42,Medium,30,55.33333333,17.38589179
965,32,42,Medium,10,48.92,NA
966,33,42,Medium,40,49.5625,5.496401095
967,34,42,Medium,10,34.68,NA
968,35,42,Medium,30,39.81,5.726176735
969,36,42,Medium,10,36.04,NA
970,37,42,Medium,10,33.32,NA
971,38,42,Medium,0,NA,NA
972,39,42,Medium,0,NA,NA
979,12,44,Medium,90,69.63857143,6.498157248
980,13,44,Medium,50,56.74666667,5.597248133
981,14,44,Medium,60,70,2.559726548
982,15,44,Medium,40,65.03,4.46036994
983,16,44,Medium,50,69.95,11.29956636
984,17,44,Medium,90,61.075,7.559412298
985,18,44,Medium,70,63.65,3.731092333
986,19,44,Medium,70,69.38333333,4.518100633
987,20,44,Medium,60,65.328,6.286570607
988,21,44,Medium,40,60.97666667,2.531962348
989,22,44,Medium,60,56.24166667,4.663695602
990,23,44,Medium,100,58.52333333,5.486642872
991,24,44,Medium,130,62.52111111,3.248816879
992,25,44,Medium,80,59.34375,7.496648656
993,26,44,Medium,80,61.48833333,7.490912939
994,27,44,Medium,40,53.005,3.88836298
995,28,44,Medium,40,58.176,7.680731085
996,29,44,Medium,70,63.25666667,7.862253282
997,30,44,Medium,40,55.065,18.74540077
998,31,44,Medium,20,65.495,9.92070814
999,32,44,Medium,10,65.23,NA
1000,33,44,Medium,20,53.94333333,21.55107963
1001,34,44,Medium,0,NA,NA
1002,35,44,Medium,10,52.28,NA
1003,36,44,Medium,10,33.88,NA
1004,37,44,Medium,10,NA,NA
1005,38,44,Medium,0,NA,NA
1012,12,46,Slow,30,62.46666667,6.741263482
1013,13,46,Slow,90,65.598,7.594456531
1014,14,46,Slow,160,70.45111111,4.952381862
1015,15,46,Slow,50,54.96,NA
1016,16,46,Slow,70,60.62833333,3.216845764
1017,17,46,Slow,60,62.448,2.66705268
1018,18,46,Slow,60,65.145,7.276128778
1019,19,46,Slow,80,64.68142857,9.408700634
1020,20,46,Slow,100,63.36555556,4.803915359
1021,21,46,Slow,50,64.51333333,4.114429892
1022,22,46,Slow,120,60.86333333,8.917400593
1023,23,46,Slow,50,59.38,7.711851269
1024,24,46,Slow,80,66.51833333,8.476283187
1025,25,46,Slow,80,60.095,5.336533519
1026,26,46,Slow,40,62.235,4.0238663
1027,27,46,Slow,20,64.785,1.803122292
1028,28,46,Slow,50,63.9425,2.306994798
1029,29,46,Slow,20,57.72,NA
1030,30,46,Slow,50,59.48,4.883554034
1031,31,46,Slow,60,55.14666667,7.918600466
1032,32,46,Slow,60,61.5425,3.98836955
1033,33,46,Slow,10,56.06,NA
1034,34,46,Slow,20,63.23,0.113137085
1035,35,46,Slow,30,61.19,5.314047422
1036,36,46,Slow,10,60.24,NA
1037,37,46,Slow,10,NA,NA
1038,38,46,Slow,0,NA,NA
1039,39,46,Slow,0,NA,NA
1046,12,48,Slow,10,60.31,NA
1047,13,48,Slow,80,71.79375,8.296589553
1048,14,48,Slow,70,73.47428571,9.95810199
1049,15,48,Slow,80,60.8,5.369995345
1050,16,48,Slow,40,61.8,6.492970558
1051,17,48,Slow,80,61.752,14.96519696
1052,18,48,Slow,60,71.812,4.834415166
1053,19,48,Slow,110,64.7075,7.243144049
1054,20,48,Slow,80,64.124,5.757649694
1055,21,48,Slow,120,62.955,8.979439787
1056,22,48,Slow,60,58.565,4.228029092
1057,23,48,Slow,40,57.0175,6.533321641
1058,24,48,Slow,80,63.86428571,6.868592425
1059,25,48,Slow,90,63.752,5.158839017
1060,26,48,Slow,30,62.88,NA
1061,27,48,Slow,70,62.862,4.949456536
1062,28,48,Slow,50,58.9,NA
1063,29,48,Slow,80,57.925,3.379791414
1064,30,48,Slow,50,59.7925,8.476219185
1065,31,48,Slow,30,53.46333333,14.10870063
1066,32,48,Slow,50,58.584,14.92480921
1067,33,48,Slow,30,51.40333333,5.925017581
1068,34,48,Slow,40,60.705,6.122485879
1069,35,48,Slow,70,52.36,7.693321779
1070,36,48,Slow,30,58.47,14.27229134
1071,37,48,Slow,10,34.68,NA
1072,38,48,Slow,20,53.62,0.155563492
1073,39,48,Slow,10,48.28,NA
1074,40,48,Slow,10,NA,NA
1075,41,48,Slow,0,NA,NA
1076,42,48,Slow,0,NA,NA
1083,12,49,Slow,100,58.33375,10.95401288
1084,13,49,Slow,130,55.61555556,9.61045799
1085,14,49,Slow,130,64.1575,6.731718847
1086,15,49,Slow,120,62.98875,3.802613528
1087,16,49,Slow,50,61.3375,1.111526728
1088,17,49,Slow,100,63.95571429,8.815881232
1089,18,49,Slow,110,62.08111111,14.46059944
1090,19,49,Slow,70,NA,NA
1091,20,49,Slow,90,57.46,10.82987996
1092,21,49,Slow,150,56.44583333,7.098679081
1093,22,49,Slow,80,63.09142857,10.06696814
1094,23,49,Slow,100,63.66375,10.43299702
1095,24,49,Slow,90,64.58285714,7.93285933
1096,25,49,Slow,80,58.97857143,7.4824894
1097,26,49,Slow,70,62.33428571,7.053261319
1098,27,49,Slow,20,58.995,0.813172798
1099,28,49,Slow,50,57.9,9.560606675
1100,29,49,Slow,30,67.54,5.563530054
1101,30,49,Slow,60,55.86,17.15667606
1102,31,49,Slow,20,63.005,0.671751442
1103,32,49,Slow,30,68.66,2.446589463
1104,33,49,Slow,60,60.84833333,7.194001436
1105,34,49,Slow,20,56.795,20.34346209
1106,35,49,Slow,0,NA,NA
1107,36,49,Slow,30,65.135,1.364716088
1108,37,49,Slow,0,NA,NA
1109,38,49,Slow,10,NA,NA
1110,39,49,Slow,0,NA,NA
1111,40,49,Slow,10,39.13,NA
1112,41,49,Slow,10,46.71,NA
1113,42,49,Slow,10,35.63,NA
1114,43,49,Slow,0,NA,NA
1121,12,53,Slow,100,55.95,NA
1122,13,53,Slow,80,62.20857143,5.593315739
1123,14,53,Slow,120,65.09333333,6.299059454
1124,15,53,Slow,130,55.52230769,11.19548358
1125,16,53,Slow,190,56.463,6.284625066
1126,17,53,Slow,100,63.77333333,3.063231409
1127,18,53,Slow,130,66.305,9.07865779
1128,19,53,Slow,100,63.80125,9.884295535
1129,20,53,Slow,80,68.958,5.979495798
1130,21,53,Slow,80,70.705,13.2402247
1131,22,53,Slow,70,68.4525,10.93187503
1132,23,53,Slow,90,63.81375,9.745749165
1133,24,53,Slow,50,69.085,1.956212327
1134,25,53,Slow,40,59.98333333,1.657478004
1135,26,53,Slow,30,67.38666667,9.477796861
1136,27,53,Slow,50,64.1625,4.884897645
1137,28,53,Slow,50,59.63666667,5.250336497
1138,29,53,Slow,50,55.91666667,9.814384002
1139,30,53,Slow,30,68.775,1.732411614
1140,31,53,Slow,20,77.8,NA
1141,32,53,Slow,30,61.81333333,3.767045704
1142,33,53,Slow,70,52.44833333,11.48900764
1143,34,53,Slow,20,NA,NA
1144,35,53,Slow,40,49.39,17.25340546
1145,36,53,Slow,20,NA,NA
1146,37,53,Slow,20,58.945,25.26492529
1147,38,53,Slow,20,45.73,5.529575029
1148,39,53,Slow,10,NA,NA
1149,40,53,Slow,10,NA,NA
1150,41,53,Slow,0,NA,NA
1151,42,53,Slow,0,NA,NA
1158,12,55,Slow,40,65.6375,4.222892966
1159,13,55,Slow,80,65.278,7.540362723
1160,14,55,Slow,60,69.874,4.245171375
1161,15,55,Slow,30,62,6.395709499
1162,16,55,Slow,70,62.79,11.64323623
1163,17,55,Slow,40,67.515,6.583164133
1164,18,55,Slow,60,72.3375,6.060948083
1165,19,55,Slow,50,68.386,6.063846139
1166,20,55,Slow,10,59.21,NA
1167,21,55,Slow,70,66.895,12.45108161
1168,22,55,Slow,60,62.026,6.954346123
1169,23,55,Slow,10,NA,NA
1170,24,55,Slow,120,62.061,6.605742367
1171,25,55,Slow,50,66.58,8.577009969
1172,26,55,Slow,50,56.395,3.296730704
1173,27,55,Slow,60,54.98,5.006316011
1174,28,55,Slow,60,56.455,4.728498705
1175,29,55,Slow,40,55.3175,10.33409043
1176,30,55,Slow,50,60.92333333,3.384912604
1177,31,55,Slow,10,35.76,NA
1178,32,55,Slow,30,61.3,5.924964135
1179,33,55,Slow,40,63.67,9.217326076
1180,34,55,Slow,30,59.64666667,9.212471619
1181,35,55,Slow,10,NA,NA
1182,36,55,Slow,20,64.925,6.97914393
1183,37,55,Slow,0,NA,NA
1184,38,55,Slow,30,61.33333333,9.956090263
1185,39,55,Slow,0,NA,NA
1192,12,56,Slow,10,85.83,NA
1193,13,56,Slow,70,67.96857143,3.647019004
1194,14,56,Slow,50,72.52666667,8.4972015
1195,15,56,Slow,20,67.88,NA
1196,16,56,Slow,30,66.33,NA
1197,17,56,Slow,10,NA,NA
1198,18,56,Slow,80,67.21166667,7.948266268
1199,19,56,Slow,50,73.046,5.007687091
1200,20,56,Slow,30,61.82,1.060660172
1201,21,56,Slow,30,NA,NA
1202,22,56,Slow,30,65.63333333,8.64077157
1203,23,56,Slow,30,68.77333333,2.568293856
1204,24,56,Slow,60,66.5075,8.708506856
1205,25,56,Slow,30,62.56666667,4.072914599
1206,26,56,Slow,40,58.185,3.443610024
1207,27,56,Slow,30,71.22,1.003543721
1208,28,56,Slow,20,59.96,NA
1209,29,56,Slow,30,69.68666667,1.995252699
1210,30,56,Slow,60,66.038,8.264893829
1211,31,56,Slow,60,59.70166667,6.20125283
1212,32,56,Slow,20,NA,NA
1213,33,56,Slow,10,61.79,NA
1214,34,56,Slow,10,64.42,NA
1215,35,56,Slow,10,53.9,NA
1216,36,56,Slow,20,55.455,9.383306986
1217,37,56,Slow,20,73.425,5.027529214
1218,38,56,Slow,0,NA,NA
1219,39,56,Slow,0,NA,NA
1226,12,57,Slow,80,56.255,7.457661162
1227,13,57,Slow,190,59.58133333,4.803504475
1228,14,57,Slow,60,62.84833333,9.255116243
1229,15,57,Slow,100,57.47333333,7.968454472
1230,16,57,Slow,90,58.39375,12.95801455
1231,17,57,Slow,60,62.6125,10.88830068
1232,18,57,Slow,40,63.6875,3.375158021
1233,19,57,Slow,90,63.06333333,3.902849386
1234,20,57,Slow,50,63.258,6.226027626
1235,21,57,Slow,40,64.87,9.665178046
1236,22,57,Slow,70,56.97666667,9.814755898
1237,23,57,Slow,40,62.145,1.944543648
1238,24,57,Slow,110,62.16285714,7.74676215
1239,25,57,Slow,100,58.73555556,5.481934219
1240,26,57,Slow,50,50.3925,5.648842802
1241,27,57,Slow,100,57.855,0.756604256
1242,28,57,Slow,70,54.62,6.576407327
1243,29,57,Slow,90,56.43125,6.747277626
1244,30,57,Slow,10,66.69,NA
1245,31,57,Slow,70,61.14571429,4.651501038
1246,32,57,Slow,50,48.28,12.94244439
1247,33,57,Slow,10,51.43,NA
1248,34,57,Slow,40,51.055,11.93873946
1249,35,57,Slow,40,57.025,10.00958707
1250,36,57,Slow,90,45.665,9.626498325
1251,37,57,Slow,10,51.33,NA
1252,38,57,Slow,0,NA,NA
1253,39,57,Slow,10,30.6,NA
1254,40,57,Slow,10,34.13,NA
1255,41,57,Slow,10,NA,NA
1256,42,57,Slow,0,NA,NA
1257,43,57,Slow,0,NA,NA
1264,12,59,Slow,80,62.56666667,11.43878082
1265,13,59,Slow,80,60.7675,9.949882627
1266,14,59,Slow,110,66.69,5.442887889
1267,15,59,Slow,30,66.93,7.858072283
1268,16,59,Slow,120,61.76166667,4.19571885
1269,17,59,Slow,70,63.906,3.429231692
1270,18,59,Slow,110,67.9225,6.181148183
1271,19,59,Slow,110,64.77125,10.04084009
1272,20,59,Slow,80,64.05666667,6.942298371
1273,21,59,Slow,110,61.43833333,9.878245627
1274,22,59,Slow,110,58.84625,5.534230976
1275,23,59,Slow,40,64.2,0.311126984
1276,24,59,Slow,90,58.085,8.792945224
1277,25,59,Slow,90,58.32571429,4.365408943
1278,26,59,Slow,50,59.16666667,4.220856943
1279,27,59,Slow,60,58.0575,2.613431652
1280,28,59,Slow,40,56.3625,2.145838997
1281,29,59,Slow,60,55.04333333,10.32446932
1282,30,59,Slow,90,59.12571429,10.04629261
1283,31,59,Slow,60,54.184,12.61412026
1284,32,59,Slow,40,67.60333333,8.645960521
1285,33,59,Slow,60,47.765,12.55757009
1286,34,59,Slow,40,62.365,8.685226921
1287,35,59,Slow,20,45.165,12.62185604
1288,36,59,Slow,30,37.4,NA
1289,37,59,Slow,30,52.63333333,5.066964904
1290,38,59,Slow,10,50.61,NA
1291,39,59,Slow,10,NA,NA
1292,40,59,Slow,20,39.915,6.059905115
1293,41,59,Slow,0,NA,NA
1294,42,59,Slow,0,NA,NA